id,temperature,humidity,datetime,last_capture,paths
37,34.2,70,2020-02-07 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/37.jpg
37_15,34.2,70,2020-02-07 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/37_15.jpg
37_30,34.2,70,2020-02-07 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/37_30.jpg
37_45,34.2,70,2020-02-07 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/37_45.jpg
37_60,34.2,70,2020-02-07 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/37_60.jpg
37_75,34.2,70,2020-02-07 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/37_75.jpg
38,35,60,2020-02-07 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/38.jpg
38_15,35,60,2020-02-07 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/38_15.jpg
38_30,35,60,2020-02-07 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/38_30.jpg
38_45,35,60,2020-02-07 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/38_45.jpg
38_60,35,60,2020-02-07 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/38_60.jpg
38_75,35,60,2020-02-07 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/38_75.jpg
39,30,72,2020-02-09 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/39.jpg
39_15,30,72,2020-02-09 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/39_15.jpg
39_30,30,72,2020-02-09 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/39_30.jpg
39_45,30,72,2020-02-09 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/39_45.jpg
39_60,30,72,2020-02-09 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/39_60.jpg
39_75,30,72,2020-02-09 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/39_75.jpg
40,29.1,81.6,2020-02-10 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/40.jpg
40_15,29.1,81.6,2020-02-10 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/40_15.jpg
40_30,29.1,81.6,2020-02-10 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/40_30.jpg
40_45,29.1,81.6,2020-02-10 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/40_45.jpg
40_60,29.1,81.6,2020-02-10 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/40_60.jpg
40_75,29.1,81.6,2020-02-10 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/40_75.jpg
41,27.9,82.5,2020-02-10 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/41.jpg
41_15,27.9,82.5,2020-02-10 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/41_15.jpg
41_30,27.9,82.5,2020-02-10 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/41_30.jpg
41_45,27.9,82.5,2020-02-10 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/41_45.jpg
41_60,27.9,82.5,2020-02-10 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/41_60.jpg
41_75,27.9,82.5,2020-02-10 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/41_75.jpg
42,32.6,67.1,2020-02-10 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/42.jpg
42_15,32.6,67.1,2020-02-10 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/42_15.jpg
42_30,32.6,67.1,2020-02-10 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/42_30.jpg
42_45,32.6,67.1,2020-02-10 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/42_45.jpg
42_60,32.6,67.1,2020-02-10 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/42_60.jpg
42_75,32.6,67.1,2020-02-10 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/42_75.jpg
43,33.7,63.5,2020-02-10 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/43.jpg
43_15,33.7,63.5,2020-02-10 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/43_15.jpg
43_30,33.7,63.5,2020-02-10 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/43_30.jpg
43_45,33.7,63.5,2020-02-10 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/43_45.jpg
43_60,33.7,63.5,2020-02-10 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/43_60.jpg
43_75,33.7,63.5,2020-02-10 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/43_75.jpg
44,31.1,71.9,2020-02-10 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/44.jpg
44_15,31.1,71.9,2020-02-10 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/44_15.jpg
44_30,31.1,71.9,2020-02-10 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/44_30.jpg
44_45,31.1,71.9,2020-02-10 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/44_45.jpg
44_60,31.1,71.9,2020-02-10 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/44_60.jpg
44_75,31.1,71.9,2020-02-10 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/44_75.jpg
45,29.5,80.1,2020-02-11 00:00:16,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/45.jpg
45_15,29.5,80.1,2020-02-11 00:00:16,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/45_15.jpg
45_30,29.5,80.1,2020-02-11 00:00:16,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/45_30.jpg
45_45,29.5,80.1,2020-02-11 00:00:16,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/45_45.jpg
45_60,29.5,80.1,2020-02-11 00:00:16,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/45_60.jpg
45_75,29.5,80.1,2020-02-11 00:00:16,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/45_75.jpg
46,29.7,81.4,2020-02-12 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/46.jpg
46_15,29.7,81.4,2020-02-12 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/46_15.jpg
46_30,29.7,81.4,2020-02-12 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/46_30.jpg
46_45,29.7,81.4,2020-02-12 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/46_45.jpg
46_60,29.7,81.4,2020-02-12 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/46_60.jpg
46_75,29.7,81.4,2020-02-12 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/46_75.jpg
47,28.6,83.3,2020-02-12 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/47.jpg
47_15,28.6,83.3,2020-02-12 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/47_15.jpg
47_30,28.6,83.3,2020-02-12 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/47_30.jpg
47_45,28.6,83.3,2020-02-12 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/47_45.jpg
47_60,28.6,83.3,2020-02-12 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/47_60.jpg
47_75,28.6,83.3,2020-02-12 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/47_75.jpg
48,33.3,70.1,2020-02-12 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/48.jpg
48_15,33.3,70.1,2020-02-12 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/48_15.jpg
48_30,33.3,70.1,2020-02-12 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/48_30.jpg
48_45,33.3,70.1,2020-02-12 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/48_45.jpg
48_60,33.3,70.1,2020-02-12 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/48_60.jpg
48_75,33.3,70.1,2020-02-12 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/48_75.jpg
49,34.5,66.3,2020-02-12 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/49.jpg
49_15,34.5,66.3,2020-02-12 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/49_15.jpg
49_30,34.5,66.3,2020-02-12 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/49_30.jpg
49_45,34.5,66.3,2020-02-12 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/49_45.jpg
49_60,34.5,66.3,2020-02-12 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/49_60.jpg
49_75,34.5,66.3,2020-02-12 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/49_75.jpg
50,32,70.8,2020-02-12 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/50.jpg
50_15,32,70.8,2020-02-12 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/50_15.jpg
50_30,32,70.8,2020-02-12 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/50_30.jpg
50_45,32,70.8,2020-02-12 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/50_45.jpg
50_60,32,70.8,2020-02-12 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/50_60.jpg
50_75,32,70.8,2020-02-12 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/50_75.jpg
51,29.8,80.6,2020-02-13 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/51.jpg
51_15,29.8,80.6,2020-02-13 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/51_15.jpg
51_30,29.8,80.6,2020-02-13 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/51_30.jpg
51_45,29.8,80.6,2020-02-13 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/51_45.jpg
51_60,29.8,80.6,2020-02-13 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/51_60.jpg
51_75,29.8,80.6,2020-02-13 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/51_75.jpg
52,28.7,83.7,2020-02-13 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/52.jpg
52_15,28.7,83.7,2020-02-13 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/52_15.jpg
52_30,28.7,83.7,2020-02-13 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/52_30.jpg
52_45,28.7,83.7,2020-02-13 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/52_45.jpg
52_60,28.7,83.7,2020-02-13 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/52_60.jpg
52_75,28.7,83.7,2020-02-13 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/52_75.jpg
53,33.5,70.6,2020-02-13 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/53.jpg
53_15,33.5,70.6,2020-02-13 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/53_15.jpg
53_30,33.5,70.6,2020-02-13 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/53_30.jpg
53_45,33.5,70.6,2020-02-13 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/53_45.jpg
53_60,33.5,70.6,2020-02-13 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/53_60.jpg
53_75,33.5,70.6,2020-02-13 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/53_75.jpg
54,34.3,63.2,2020-02-13 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/54.jpg
54_15,34.3,63.2,2020-02-13 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/54_15.jpg
54_30,34.3,63.2,2020-02-13 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/54_30.jpg
54_45,34.3,63.2,2020-02-13 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/54_45.jpg
54_60,34.3,63.2,2020-02-13 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/54_60.jpg
54_75,34.3,63.2,2020-02-13 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/54_75.jpg
55,31.5,69.1,2020-02-13 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/55.jpg
55_15,31.5,69.1,2020-02-13 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/55_15.jpg
55_30,31.5,69.1,2020-02-13 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/55_30.jpg
55_45,31.5,69.1,2020-02-13 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/55_45.jpg
55_60,31.5,69.1,2020-02-13 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/55_60.jpg
55_75,31.5,69.1,2020-02-13 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/55_75.jpg
56,34.1,73.5,2020-02-14 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/56.jpg
56_15,34.1,73.5,2020-02-14 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/56_15.jpg
56_30,34.1,73.5,2020-02-14 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/56_30.jpg
56_45,34.1,73.5,2020-02-14 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/56_45.jpg
56_60,34.1,73.5,2020-02-14 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/56_60.jpg
56_75,34.1,73.5,2020-02-14 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/56_75.jpg
57,34.8,66.1,2020-02-14 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/57.jpg
57_15,34.8,66.1,2020-02-14 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/57_15.jpg
57_30,34.8,66.1,2020-02-14 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/57_30.jpg
57_45,34.8,66.1,2020-02-14 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/57_45.jpg
57_60,34.8,66.1,2020-02-14 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/57_60.jpg
57_75,34.8,66.1,2020-02-14 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/57_75.jpg
58,32.3,68.9,2020-02-14 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/58.jpg
58_15,32.3,68.9,2020-02-14 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/58_15.jpg
58_30,32.3,68.9,2020-02-14 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/58_30.jpg
58_45,32.3,68.9,2020-02-14 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/58_45.jpg
58_60,32.3,68.9,2020-02-14 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/58_60.jpg
58_75,32.3,68.9,2020-02-14 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/58_75.jpg
59,28.9,82.9,2020-02-15 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/59.jpg
59_15,28.9,82.9,2020-02-15 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/59_15.jpg
59_30,28.9,82.9,2020-02-15 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/59_30.jpg
59_45,28.9,82.9,2020-02-15 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/59_45.jpg
59_60,28.9,82.9,2020-02-15 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/59_60.jpg
59_75,28.9,82.9,2020-02-15 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/59_75.jpg
60,28.7,83.4,2020-02-15 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/60.jpg
60_15,28.7,83.4,2020-02-15 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/60_15.jpg
60_30,28.7,83.4,2020-02-15 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/60_30.jpg
60_45,28.7,83.4,2020-02-15 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/60_45.jpg
60_60,28.7,83.4,2020-02-15 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/60_60.jpg
60_75,28.7,83.4,2020-02-15 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/60_75.jpg
61,31.9,72.4,2020-02-15 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/61.jpg
61_15,31.9,72.4,2020-02-15 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/61_15.jpg
61_30,31.9,72.4,2020-02-15 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/61_30.jpg
61_45,31.9,72.4,2020-02-15 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/61_45.jpg
61_60,31.9,72.4,2020-02-15 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/61_60.jpg
61_75,31.9,72.4,2020-02-15 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/61_75.jpg
62,33,69.1,2020-02-15 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/62.jpg
62_15,33,69.1,2020-02-15 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/62_15.jpg
62_30,33,69.1,2020-02-15 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/62_30.jpg
62_45,33,69.1,2020-02-15 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/62_45.jpg
62_60,33,69.1,2020-02-15 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/62_60.jpg
62_75,33,69.1,2020-02-15 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/62_75.jpg
63,30.5,74.7,2020-02-15 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/63.jpg
63_15,30.5,74.7,2020-02-15 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/63_15.jpg
63_30,30.5,74.7,2020-02-15 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/63_30.jpg
63_45,30.5,74.7,2020-02-15 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/63_45.jpg
63_60,30.5,74.7,2020-02-15 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/63_60.jpg
63_75,30.5,74.7,2020-02-15 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/63_75.jpg
64,28.9,81.8,2020-02-16 00:00:10,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/64.jpg
64_15,28.9,81.8,2020-02-16 00:00:10,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/64_15.jpg
64_30,28.9,81.8,2020-02-16 00:00:10,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/64_30.jpg
64_45,28.9,81.8,2020-02-16 00:00:10,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/64_45.jpg
64_60,28.9,81.8,2020-02-16 00:00:10,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/64_60.jpg
64_75,28.9,81.8,2020-02-16 00:00:10,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/64_75.jpg
65,28.8,81,2020-02-16 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/65.jpg
65_15,28.8,81,2020-02-16 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/65_15.jpg
65_30,28.8,81,2020-02-16 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/65_30.jpg
65_45,28.8,81,2020-02-16 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/65_45.jpg
65_60,28.8,81,2020-02-16 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/65_60.jpg
65_75,28.8,81,2020-02-16 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/65_75.jpg
66,31.2,72.6,2020-02-16 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/66.jpg
66_15,31.2,72.6,2020-02-16 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/66_15.jpg
66_30,31.2,72.6,2020-02-16 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/66_30.jpg
66_45,31.2,72.6,2020-02-16 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/66_45.jpg
66_60,31.2,72.6,2020-02-16 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/66_60.jpg
66_75,31.2,72.6,2020-02-16 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/66_75.jpg
67,31.3,73.4,2020-02-16 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/67.jpg
67_15,31.3,73.4,2020-02-16 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/67_15.jpg
67_30,31.3,73.4,2020-02-16 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/67_30.jpg
67_45,31.3,73.4,2020-02-16 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/67_45.jpg
67_60,31.3,73.4,2020-02-16 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/67_60.jpg
67_75,31.3,73.4,2020-02-16 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/67_75.jpg
68,29.4,78.9,2020-02-16 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/68.jpg
68_15,29.4,78.9,2020-02-16 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/68_15.jpg
68_30,29.4,78.9,2020-02-16 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/68_30.jpg
68_45,29.4,78.9,2020-02-16 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/68_45.jpg
68_60,29.4,78.9,2020-02-16 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/68_60.jpg
68_75,29.4,78.9,2020-02-16 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/68_75.jpg
69,29.3,82.6,2020-02-17 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/69.jpg
69_15,29.3,82.6,2020-02-17 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/69_15.jpg
69_30,29.3,82.6,2020-02-17 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/69_30.jpg
69_45,29.3,82.6,2020-02-17 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/69_45.jpg
69_60,29.3,82.6,2020-02-17 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/69_60.jpg
69_75,29.3,82.6,2020-02-17 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/69_75.jpg
70,28.9,85.5,2020-02-17 06:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/70.jpg
70_15,28.9,85.5,2020-02-17 06:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/70_15.jpg
70_30,28.9,85.5,2020-02-17 06:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/70_30.jpg
70_45,28.9,85.5,2020-02-17 06:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/70_45.jpg
70_60,28.9,85.5,2020-02-17 06:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/70_60.jpg
70_75,28.9,85.5,2020-02-17 06:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/70_75.jpg
71,30.9,78.1,2020-02-17 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/71.jpg
71_15,30.9,78.1,2020-02-17 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/71_15.jpg
71_30,30.9,78.1,2020-02-17 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/71_30.jpg
71_45,30.9,78.1,2020-02-17 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/71_45.jpg
71_60,30.9,78.1,2020-02-17 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/71_60.jpg
71_75,30.9,78.1,2020-02-17 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/71_75.jpg
72,31.4,77.2,2020-02-17 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/72.jpg
72_15,31.4,77.2,2020-02-17 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/72_15.jpg
72_30,31.4,77.2,2020-02-17 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/72_30.jpg
72_45,31.4,77.2,2020-02-17 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/72_45.jpg
72_60,31.4,77.2,2020-02-17 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/72_60.jpg
72_75,31.4,77.2,2020-02-17 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/72_75.jpg
73,28.9,84.7,2020-02-17 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/73.jpg
73_15,28.9,84.7,2020-02-17 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/73_15.jpg
73_30,28.9,84.7,2020-02-17 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/73_30.jpg
73_45,28.9,84.7,2020-02-17 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/73_45.jpg
73_60,28.9,84.7,2020-02-17 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/73_60.jpg
73_75,28.9,84.7,2020-02-17 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/73_75.jpg
74,28.9,85.1,2020-02-18 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/74.jpg
74_15,28.9,85.1,2020-02-18 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/74_15.jpg
74_30,28.9,85.1,2020-02-18 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/74_30.jpg
